片名,上映年份,评分,评价人数,导演,编剧,主演,类型,国家/地区,语言,时长(分钟)
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,詹姆斯·沃特斯顿,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,诺曼·劳埃德,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,柯特伍德·史密斯,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,卡拉·贝尔韦尔,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,利昂·波纳尔,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,乔治·马丁,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,乔·奥菲耶里,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,马特·凯里,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,凯文·库尼,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,拉腊·弗林·鲍尔,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,亚历桑德拉·鲍尔斯,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,梅洛拉·沃尔特斯,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,帕梅拉·伯勒尔,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,约翰·库宁汉姆,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,迪布拉·穆尼,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,库尔特·莱特纳,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,凯瑟·斯内德,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,霍纳斯·斯蒂克洛瑞斯,剧情,美国,英语,128
死亡诗社,1989,9.2,745454,彼得·威尔,汤姆·舒尔曼,杰米·肯尼迪,剧情,美国,英语,128
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,维果·莫腾森,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,马赫沙拉·阿里,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,琳达·卡德里尼,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,塞巴斯蒂安·马尼斯科,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,迪米特·D·马里诺夫,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,迈克·哈顿,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,P·J·伯恩,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,乔·柯蒂斯,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,玛姬·尼克松,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,冯·刘易斯,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,乔恩·索特兰,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,唐·斯达克,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,安东尼·曼加诺,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,保罗·斯隆,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,珍娜·劳伦索,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,肯尼斯·以色列,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,伊克博·塞巴,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,尼克·瓦莱隆加,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,大卫·安,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,迈克·切罗内,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,杰拉尔丁·辛格,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,马丁·巴特斯·布拉德福德,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,格拉伦·布莱恩特·班克斯,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,汤姆·维图,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,夏恩·帕特洛,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,丹尼斯·W·霍尔,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,吉姆·克洛克,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,戴恩·罗兹,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,布赖恩·斯特帕尼克,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,乔恩·迈克尔·戴维斯,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,布莱恩·库瑞,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
绿皮书,2018,8.9,1682466,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,托尼亚·马尔多纳多,剧情 / 喜剧 / 音乐 / 传记,美国,英语,130
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,奥黛丽·赫本,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,格利高里·派克,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,埃迪·艾伯特,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,哈特利·鲍尔,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,哈考特·威廉姆斯,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,玛格丽特·罗林斯,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,托里奥·卡米纳提,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,保罗·卡利尼,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,克劳迪奥·埃尔梅利,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,保拉·布鲁布尼,剧情 / 喜剧 / 爱情,美国,英语,118
罗马假日,1953,9.1,964547,威廉·惠勒,达尔顿·特朗勃 / 伊安·麦克莱伦·亨特 / 约翰·戴顿,里佐·弗雷多里佐,剧情 / 喜剧 / 爱情,美国,英语,118
大闹天宫,1961,9.4,447950,万籁鸣,李克弱 / 万籁鸣,邱岳峰,剧情 / 动画 / 奇幻 / 古装,中国,汉语普通话,113
大闹天宫,1961,9.4,447950,万籁鸣,李克弱 / 万籁鸣,富润生,剧情 / 动画 / 奇幻 / 古装,中国,汉语普通话,113
大闹天宫,1961,9.4,447950,万籁鸣,李克弱 / 万籁鸣,毕克,剧情 / 动画 / 奇幻 / 古装,中国,汉语普通话,113
大闹天宫,1961,9.4,447950,万籁鸣,李克弱 / 万籁鸣,尚华,剧情 / 动画 / 奇幻 / 古装,中国,汉语普通话,113
大闹天宫,1961,9.4,447950,万籁鸣,李克弱 / 万籁鸣,于鼎,剧情 / 动画 / 奇幻 / 古装,中国,汉语普通话,113
大闹天宫,1961,9.4,447950,万籁鸣,李克弱 / 万籁鸣,李梓,剧情 / 动画 / 奇幻 / 古装,中国,汉语普通话,113
大闹天宫,1961,9.4,447950,万籁鸣,李克弱 / 万籁鸣,刘广宁,剧情 / 动画 / 奇幻 / 古装,中国,汉语普通话,113
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,菲利普·努瓦雷,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,萨瓦特利·卡西欧,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,雅克·贝汉,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,马克·莱昂纳蒂,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,莱奥波多·特里耶斯泰,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,安东内拉·阿蒂利,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,恩佐·卡拉瓦勒,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,艾萨·丹尼埃利,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,里奥·故罗塔,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,普佩拉·玛奇奥,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,阿格妮丝·那诺,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,塔诺·希玛罗萨,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,尼古拉·迪·平托,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,罗伯塔·蕾娜,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,尼诺·戴罗佐,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,玛丽娜·朱迪切,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,比阿特丽斯·帕姆,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,布丽吉特·佛西,剧情 / 爱情,意大利,意大利语,155
天堂电影院,1988,9.2,688186,朱塞佩·托纳多雷,朱塞佩·托纳多雷 / 瓦娜·波利,朱塞佩·托纳多雷,剧情 / 爱情,意大利,意大利语,155
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,伊利亚·伍德,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,西恩·奥斯汀,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,伊恩·麦克莱恩,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,维果·莫腾森,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,奥兰多·布鲁姆,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,多米尼克·莫纳汉,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,比利·博伊德,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,克里斯托弗·李,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,马尔顿·索克斯,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,梅根·爱德华兹,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,伊安·霍姆,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,凯特·布兰切特,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,阿兰·霍华德,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,马克·弗格森,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,肖恩·宾,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,萨拉·贝克,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,劳伦斯·马克奥雷,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,安迪·瑟金斯,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,彼得·麦肯齐,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,伊恩·穆内,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,克雷格·帕克,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,卡梅隆·罗德,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,约翰·瑞斯-戴维斯,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,丽芙·泰勒,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,大卫·韦瑟莱,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,雨果·维文,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,菲利普·格里夫,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,威廉·约翰逊,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,伊丽莎白·穆迪,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,布莱恩·瑟金特,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,杰德·布罗菲,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,诺曼·凯茨,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,兰德尔·威廉·库克,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,萨比恩·克洛森,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,西奥沙福瓦,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,本·弗兰舍姆,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,彼得·杰克逊,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
指环王1：护戒使者,2001,9.1,863100,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J.R.R.托尔金,艾伦·李,剧情 / 动作 / 奇幻 / 冒险,新西兰,英语,179
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,基努·里维斯,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,劳伦斯·菲什伯恩,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,凯瑞-安·莫斯,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,雨果·维文,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,格洛丽亚·福斯特,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,乔·潘托里亚诺,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,马库斯·钟,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,朱利安·阿拉汗加,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,马特·多兰,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,贝琳达·麦克洛里,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,安东尼雷派克,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,罗伯特·泰勒,动作 / 科幻,美国,英语,136
黑客帝国,1999,9.1,852245,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,阿达·尼科德莫,动作 / 科幻,美国,英语,136
